source_file,source_path,source_index,sequence_index,condition,dataset_label,replicate,Pt,T_s,Vf_V_vs_Ref,Im_A,Vu_V,Sig_V,Ach_V,IERange,Over,Temp_deg_C,step_duration_s,global_time_s,global_time_min,step_variable_name,step_variable_value,step_label
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,138,138,-0.299758,-1.46886e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1938.0,32.3,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,139,139,-0.299758,-1.4385e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1939.0,32.31666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,140,140,-0.299858,-1.40914e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1940.0,32.333333333333336,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,141,141,-0.299858,-1.37745e-05,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1941.0,32.35,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,142,142,-0.299858,-1.35142e-05,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1942.0,32.36666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,143,143,-0.299858,-1.3254e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1943.0,32.38333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,144,144,-0.299858,-1.29971e-05,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1944.0,32.4,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,145,145,-0.299758,-1.27469e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1945.0,32.416666666666664,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,146,146,-0.299758,-1.251e-05,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1946.0,32.43333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,147,147,-0.299858,-1.22964e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1947.0,32.45,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,148,148,-0.299858,-1.20429e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1948.0,32.46666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,149,149,-0.299758,-1.18694e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1949.0,32.483333333333334,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,150,150,-0.299858,-1.16725e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1950.0,32.5,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,151,151,-0.299858,-1.14957e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1951.0,32.516666666666666,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,152,152,-0.299858,-1.12889e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1952.0,32.53333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,153,153,-0.299858,-1.11387e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1953.0,32.55,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,154,154,-0.299858,-1.09552e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1954.0,32.56666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,155,155,-0.299858,-1.08084e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1955.0,32.583333333333336,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,156,156,-0.299958,-1.06549e-05,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1956.0,32.6,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,157,157,-0.299758,-1.05248e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1957.0,32.61666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,158,158,-0.299858,-1.03947e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1958.0,32.63333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,159,159,-0.299758,-1.02646e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1959.0,32.65,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,160,160,-0.299758,-1.00944e-05,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1960.0,32.666666666666664,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,161,161,-0.299657,-9.98433e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1961.0,32.68333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,162,162,-0.299758,-9.88758e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1962.0,32.7,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,163,163,-0.299858,-9.8075e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1963.0,32.71666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,164,164,-0.299758,-9.64736e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1964.0,32.733333333333334,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,165,165,-0.299858,-9.58063e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1965.0,32.75,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,166,166,-0.299858,-9.46719e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1966.0,32.766666666666666,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,167,167,-0.299858,-9.3671e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1967.0,32.78333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,168,168,-0.299858,-9.26367e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1968.0,32.8,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,169,169,-0.299858,-9.16692e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1969.0,32.81666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,170,170,-0.299758,-9.09685e-06,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1970.0,32.833333333333336,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,171,171,-0.299758,-9.01678e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1971.0,32.85,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,172,172,-0.299858,-8.92336e-06,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1972.0,32.86666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,173,173,-0.299758,-8.83995e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1973.0,32.88333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,174,174,-0.299758,-8.73986e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1974.0,32.9,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,175,175,-0.299758,-8.68981e-06,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1975.0,32.916666666666664,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,176,176,-0.299858,-8.60307e-06,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1976.0,32.93333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,177,177,-0.299858,-8.54969e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1977.0,32.95,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,178,178,-0.299758,-8.53968e-06,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1978.0,32.96666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,179,179,-0.299758,-8.41623e-06,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1979.0,32.983333333333334,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,180,180,-0.299758,-8.35284e-06,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1980.0,33.0,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,181,181,-0.299858,-8.33949e-06,0.0,-0.299893,0.0,8,...........,1483.13,300.0,1981.0,33.016666666666666,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,182,182,-0.299758,-8.23273e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1982.0,33.03333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,183,183,-0.299758,-8.19937e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1983.0,33.05,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,184,184,-0.299858,-8.13597e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1984.0,33.06666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,185,185,-0.299858,-8.05256e-06,0.0,-0.299893,0.0,8,...........,1483.22,300.0,1985.0,33.083333333333336,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,186,186,-0.299758,-7.99149e-06,0.0,-0.299893,0.0,7,.....h.....,1483.22,300.0,1986.0,33.1,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,187,187,-0.299758,-7.9411e-06,0.0,-0.299893,0.0,7,.....h.....,1483.04,300.0,1987.0,33.11666666666667,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,188,188,-0.299858,-7.88437e-06,0.0,-0.299893,0.0,7,.....h.....,1482.95,300.0,1988.0,33.13333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,189,189,-0.299858,-7.84266e-06,0.0,-0.299893,0.0,7,.....h.....,1482.95,300.0,1989.0,33.15,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,190,190,-0.299858,-7.79627e-06,0.0,-0.299893,0.0,7,.....h.....,1482.95,300.0,1990.0,33.166666666666664,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,191,191,-0.299758,-7.70984e-06,0.0,-0.299893,0.0,7,.....h.....,1482.95,300.0,1991.0,33.18333333333333,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_007_PBSNO3-layers--rpm_1600CHRONOA_3.DTA,7,7,Sequential condition,Sequential condition,7,192,192,-0.299858,-7.63843e-06,0.0,-0.299893,0.0,7,.....h.....,1482.95,300.0,1992.0,33.2,Vf_V_vs_Ref,-0.29981911295681063,-0.2998
